tiempo_dias,Caudal_Prod_Petroleo_bbl,Caudal_Iny_Agua_bbl,Prod_Acumulada_Petroleo,Prod_Acumulada_Gas,Prod_Acumulada_Agua,Iny_Acumulada_Agua
1021.0,29501.45141366881,79201.76403773308,37916341.06559171,31682788849.361217,8102922.629729047,63278823.65609733
1031.0,29260.070711780067,81805.10074521342,38208939.91770672,31922462994.35545,8486789.781022148,64096876.44484353
1041.0,28834.227795795745,69730.50678481245,38497283.71283583,32158828296.33855,8871801.677875387,64794177.44642727
1051.0,24267.86970912739,73377.60196369297,38739963.48177474,32357374697.976624,9222002.617022062,65527953.06066624
1056.0,26124.9133049949,68144.8725162261,38870587.12694071,32464353841.586933,9406288.56899864,65868678.39988791
1061.0,26049.47857250821,68144.8725162261,39000833.38346049,32571048207.724976,9591098.933948165,66209403.739109576
1071.0,26389.32798187144,92003.10754976892,39264728.68412661,32786918572.259403,10005321.49824363,67129433.22986978
1081.0,25521.202034154845,76489.15415291065,39519937.75611936,32995768946.08853,10411055.96290498,67894324.53798795
1091.0,25377.652766432584,79164.28315363295,39773715.896161936,33203482470.16726,10827517.699834568,68685966.41131093
1101.0,24578.401475126157,77533.5391484305,40019499.68671584,33404641592.10647,11243080.78005039,69461305.09511805
1111.0,24215.166438756987,78380.99287139473,40261651.11155007,33602760827.536137,11675140.46146323,70245116.15403236
1121.0,24073.271010438853,77655.5147951792,40502384.18405566,33799738692.938065,12110373.352409534,71021668.77131811
1124.300048828125,17643.94498953612,60149.98863933639,40560608.96235356,33847262628.72692,12221001.68913768,71220162.61959776
1126.5,17851.164770919637,60149.98863933639,40599882.54080144,33879324955.88252,12294094.007643158,71352493.9483878
1131.0,18054.68222472345,60149.98863933639,40681128.026517525,33945675846.78248,12442278.018252626,71623169.66506398
1141.0,20052.448051783053,42046.67555102037,40881653.4836759,34109874921.0708,12777770.234913656,72043637.22522771
1151.0,20549.96348433939,82817.72342482345,41087151.03624795,34277706038.199883,13154756.333224377,72871816.6093136
1161.0,22389.230993909656,80417.03655808904,41311043.14041687,34460558036.92181,13572924.181325324,73675981.49587965
1171.0,22632.314674349163,75099.18582385394,41537366.2564484,34645414778.64296,14001272.874383865,74426978.61200687
1181.0,21527.405606151387,75258.63621230944,41752641.31986242,34821102137.78479,14429859.007798972,75179560.76044814
1191.0,22365.810048142062,76862.0588519797,41976300.70103285,35003655798.20244,14880102.532147884,75948181.92635292
1201.0,22059.441289222763,78006.81669690636,42196893.7994529,35183623859.98297,15339431.688154057,76728250.54785909
1211.0,21568.562712659572,78257.75189162004,42412580.84547235,35359482989.663635,15808436.145577185,77510828.80386248
1221.0,21294.83156069964,77345.10280585037,42625528.67890147,35533066159.70481,16278322.748960804,78284280.54443862
1231.0,21083.047981071875,76273.4517263383,42836359.991006486,35704888681.72299,16744528.240591282,79047014.44746266
1241.0,20816.053498996705,75422.85924038242,43044518.13353425,35874489487.42974,17215396.054455023,79801244.52632567
1251.0,19688.88900416572,75919.76657599908,43241408.08006757,36034767221.12769,17677057.157804176,80560437.26588622
1261.0,20473.15132014843,75990.12769159512,43446138.27572568,36201479569.61572,18155240.021593425,81320340.75406377
1264.300048828125,12409.547114480964,48871.92488999662,43487091.23364915,36234671966.10572,18260506.294640142,81481617.79201734
1267.6500244140625,12862.127868631116,48871.92488999662,43530179.58232904,36269643091.72806,18365170.31830564,81645341.56636044
1271.0,13149.393016494712,48871.92488999662,43574230.27205673,36305416566.57783,18468444.29379096,81809059.05089277
1272.0889892578125,1910.721971179065,11275.693553313526,43576309.05451621,36307059687.390045,18477004.72624893,81821343.05132657
1274.2669677734375,2018.3566651003564,11275.693553313526,43580705.632244445,36310535780.66266,18493792.23119406,81845898.47257265
1281.0,2714.5057729137184,11275.693553313526,43598983.82234206,36325165658.2658,18538934.20309035,81921816.48856656
1291.0,7290.525652340497,22424.35780576604,43671889.018977135,36384214041.12687,18660610.592436,82146060.8221386
1292.0889892578125,6501.047676621387,22068.42761066467,43678968.20099877,36389941232.51361,18672938.6215452,82170094.18909077
1294.2669677734375,6601.430507417354,22068.42761066467,43693346.70841899,36401576426.38059,18697277.044319715,82218160.9229951
1301.0,6773.064333043063,22068.42761066467,43738947.83650149,36438482230.70343,18770866.257876024,82366745.12281482
1311.0,7740.269388571318,22325.97202060151,43816350.24783711,36501185257.79195,18885534.2255712,82590008.24590674
1321.0,20867.84923075259,66322.8482403317,44025030.44465879,36670917151.54149,19247061.541461952,83253231.05273862
1331.0,22006.916148258933,76407.95171308702,44245098.34387954,36849784525.79032,19699717.20824116,84017310.97526745
1341.0,20879.3385774765,73160.62191930797,44453891.75729508,37019383071.358406,20149227.969635364,84748916.60479076
1351.0,21270.544537472517,75190.59077899884,44666597.43300956,37192166152.31082,20612400.20002201,85500825.74347965
1361.0,20941.97870465664,75330.69877085793,44876016.68259671,37362241587.13802,21079475.25799144,86254131.22015947
1371.0,20281.20459978015,74422.8161823124,45078828.48596997,37526919810.82413,21541839.24769414,86998360.49989818
1381.0,17187.41467647473,68717.71826058252,45250703.855070986,37666255099.61698,21972581.21375066,87685534.90614222
1384.300048828125,5254.730348676465,25668.273964451902,45268044.86336388,37680087148.27004,22031982.186662544,87770246.07759258
1387.5999755859375,5959.051334966121,25668.273964451902,45287709.95673628,37695878737.14894,22088011.8210017,87854950.95923217
1391.0,6407.389230923522,25668.273964451902,45309494.71633818,37713424193.634834,22143535.12557388,87942222.08366592
