tiempo_dias,Caudal_Prod_Petroleo_bbl,Caudal_Iny_Agua_bbl,Prod_Acumulada_Petroleo,Prod_Acumulada_Gas,Prod_Acumulada_Agua,Iny_Acumulada_Agua
821.0,41867.19481791549,88096.39797439931,32017542.671919525,26863246550.62541,2327750.8598543904,48194385.61391715
831.0,36389.75549137497,88225.01354833781,32381439.674017876,27161230013.13601,2561947.0499606766,49076635.35628735
841.0,39495.56761402569,50079.17237346683,32776395.761698484,27486188230.658737,2798067.332492823,49577426.94488937
851.0,34574.44485139034,82197.05914839238,33122140.369914617,27769652562.36096,3032293.2026436795,50399398.28574528
861.0,36778.24037112576,95903.81600685504,33489921.33016344,28070580985.557007,3309631.204821396,51358434.03799565
871.0,35632.250976336414,101392.55426592624,33846245.40009471,28361512815.42095,3616712.346234336,52372360.9688358
881.0,34124.40704807884,99480.24909286636,34187489.6487049,28639778828.184937,3936889.6598967616,53367163.73002977
891.0,31321.13236650779,92498.86011543951,34500700.21071321,28894914581.812428,4250926.152681802,54292149.59167674
901.0,33675.247607013545,86129.75104754821,34837453.534433626,29169697720.88779,4592456.587682032,55153451.11927746
911.0,32640.38332115531,81262.34044338773,35163856.974532,29436174850.35532,4934017.685509766,55966069.51151838
921.0,31221.2939053207,81320.91430618336,35476070.601533264,29690969323.04382,5284636.1108463,56779279.14597168
931.0,30055.19738596535,80685.69255756,35776622.91936694,29936169507.08326,5622391.086931838,57586136.07154728
941.0,30811.7713284144,79805.92370328624,36084738.73465155,30187693559.118008,5975341.066498175,58384199.841666415
951.0,29615.62929208497,79168.8899486305,36380894.474757,30429345325.447437,6329346.5549343545,59175885.74366478
961.0,24036.83586880316,68513.25027141087,36621262.73823793,30625066553.749508,6628164.064335033,59861022.25121934
964.2999877929688,0.0,0.0,36621262.73823793,30625066553.749508,6628164.064335033,59861022.25121934
966.9400024414062,0.0,0.0,36621262.73823793,30625066553.749508,6628164.064335033,59861022.25121934
971.0,0.0,0.0,36621262.73823793,30625066553.749508,6628164.064335033,59861022.25121934
972.0889892578124,23162.797867506364,56066.66682854704,36646488.02433102,30645491426.89945,6653530.084944097,59922077.44436373
972.960205078125,23651.184167975876,56066.66682854704,36667093.44441354,30662216453.048573,6673188.1022793865,59970924.114803545
975.225341796875,23449.484862597765,56066.66682854704,36720207.751460806,30705405442.87067,6724898.995298595,60097921.68406062
981.0,22726.29482789769,56066.66682854704,36851444.65317685,30812187954.4168,6862645.064935248,60421683.4036356
982.0,24681.72420892973,67386.36064868141,36876129.01554372,30832289627.737103,6890901.253593127,60489072.43622538
985.0,24018.8325139527,67386.36064868141,36948185.08772484,30890947006.60847,6978533.255919806,60691233.24418395
991.0,23294.81325615307,67386.36064868141,37087954.11775039,31004622941.09444,7160078.422853355,61095548.57029032
994.0,22762.197116912,51733.28204289688,37156239.4483749,31060159068.464188,7240409.527328756,61250749.65104007
998.0,24104.00908226089,51733.28204289688,37252655.95766823,31139209678.544136,7339407.217716825,61457684.42537307
999.5,24319.554877803337,51733.28204289688,37289133.71522884,31169066110.358986,7376103.546201698,61535281.82084256
1001.0,24121.970975956378,51733.28204289688,37325318.996588655,31198682967.47494,7413221.29200816,61612885.50612282
1005.5,30195.54185996764,87392.30771175912,37461197.778652966,31310046780.10272,7556039.307804473,62006149.634706296
1011.0,29114.13358865074,87392.30771175912,37621326.92614101,31441159684.41848,7739207.245916681,62486804.39412816
